"","mgi_symbol","eventID","AS_type","chromosome_name","band"
"43","Fam193b","ENSMUSG00000021495;A5:13:55541721-55542582:55541721-55542784:-","A5","13","qB1"
"44","Rsrp1","ENSMUSG00000037266;AF:4:134924460:134924482-134925293:134924710:134925007-134925293:+","AF","4","qD3"
"45","Ddr1","ENSMUSG00000003534;AF:17:35693917-35702004:35702046:35693917-35702102:35702317:-","AF","17","qB1"
"46","Gucd1","ENSMUSG00000033416;AF:10:75512156-75517154:75517260:75512156-75517741:75517856:-","AF","10","qC1"
"47","Gucd1","ENSMUSG00000033416;A5:10:75511286-75511903:75511286-75511921:-","A5","10","qC1"
"48","Acr","ENSMUSG00000022622;A3:15:89568438-89569274:89568438-89569463:+","A3","15","qE3"
"49","Plin1","ENSMUSG00000030546;A5:7:79732155-79732686:79732155-79732742:-","A5","7","qD2"
"50","Rnf14","ENSMUSG00000060450;AF:18:38296700:38296798-38299754:38297152:38297431-38299754:+","AF","18","qB3"
"51","Fbxo34","ENSMUSG00000037536;SE:14:47472717-47526205:47526314-47529175:+","SE","14","qC1"
"52","Glmp","ENSMUSG00000001418;SE:3:88325201-88325677:88325931-88326115:+","SE","3","qF1"
"53","Zeb2","ENSMUSG00000026872;AL:2:45020897:45023104-45110016:45104038:45106490-45110016:-","AL","2","qB"
"54","Mamdc4","ENSMUSG00000026941;A5:2:25568767-25568928:25568767-25568959:-","A5","2","qA3"
"55","Ccdc130","ENSMUSG00000004994;SE:8:84263944-84264309:84264362-84266836:-","SE","8","qC3"
"56","Phc1","ENSMUSG00000040669;AF:6:122337015-122339618:122339708:122337015-122340197:122340506:-","AF","6","qF1"
"57","Rell2","ENSMUSG00000044024;A3:18:37956994-37957459:37956994-37957589:+","A3","18","qB3"
"58","Tle2","ENSMUSG00000034771;A5:10:81586373-81586858:81586337-81586858:+","A5","10","qC1"
"59","Ndufab1","ENSMUSG00000030869;AF:7:122096731-122101228:122101347:122096731-122101655:122101886:-","AF","7","qF2"
"60","Evl","ENSMUSG00000021262;AF:12:108554720:108555213-108648315:108605766:108606011-108648315:+","AF","12","qF1"
"61","Strn4","ENSMUSG00000030374;A3:7:16831138-16831346:16831138-16831465:+","A3","7","qA2"
"62","Ly6e","ENSMUSG00000022587;AF:15:74955106:74955335-74957777:74955666:74955717-74957777:+","AF","15","qD3"
"63","Mkrn1","ENSMUSG00000029922;AF:6:39410216-39419840:39420067:39410216-39420099:39420358:-","AF","6","qB1"
"64","Trf","ENSMUSG00000032554;AF:9:103228068-103228329:103228442:103228068-103230174:103230266:-","AF","9","qF1"
"65","Zmynd11","ENSMUSG00000021156;AF:13:9735466-9735654:9735884:9735466-9764728:9764873:-","AF","13","qA1"
"66","Xiap","ENSMUSG00000025860;AF:X:42059679:42059851-42066681:42060394:42060487-42066681:+","AF","X","qA4"
"67","Xiap","ENSMUSG00000025860;AL:X:42068482-42071242:42072637:42068482-42094367:42094717:+","AL","X","qA4"
"68","Osbpl10","ENSMUSG00000040875;AF:9:114978569:114978964-115061833:114990748:114990822-115061833:+","AF","9","qF3"
"69","Samd11","ENSMUSG00000096351;AF:4:156254547-156255171:156255216:156254547-156255568:156255657:-","AF","4","qE2"
"70","Asic2","ENSMUSG00000020704;AF:11:80971614-81151758:81153321:80971614-81967630:81968457:-","AF","11","qB5"
"71","Tbp","ENSMUSG00000014767;RI:17:15501154:15501202-15501312:15501357:+","RI","17","qA2"
"72","Cpeb3","ENSMUSG00000039652;AF:19:37174985-37177908:37178017:37174985-37197989:37198109:-","AF","19","qC2"
"73","Map4","ENSMUSG00000032479;AF:9:109931800:109931940-109978850:109969017:109969101-109978850:+","AF","9","qF2"
"74","Nlrx1","ENSMUSG00000032109;AF:9:44265865-44266424:44266531:44265865-44267980:44268235:-","AF","9","qA5.1-qA5.2"
"75","Sppl2b","ENSMUSG00000035206;AF:10:80855281:80855388-80861346:80857121:80857356-80861346:+","AF","10","qC1"
"76","Zeb2","ENSMUSG00000026872;AF:2:45110157-45110480:45110754:45110157-45111020:45111076:-","AF","2","qB"
"77","Obscn","ENSMUSG00000061462;SE:11:59013796-59015436:59015478-59020457:-","SE","11","qB1.3"
"78","Gucy1b2","ENSMUSG00000021933;A5:14:62417311-62419034:62417311-62419079:-","A5","14","qD1"
"79","Cbfb","ENSMUSG00000031885;A5:8:105171860-105178593:105171664-105178593:+","A5","8","qD3"
"80","Chmp3","ENSMUSG00000053119;AF:6:71543917:71544033-71552399:71544353:71544445-71552399:+","AF","6","qC1"
"81","Prdm11","ENSMUSG00000075028;AF:2:93013889-93045353:93045571:93013889-93045979:93046167:-","AF","2","qE1"
"82","Man1a2","ENSMUSG00000008763;MX:3:100632598-100644541:100644621-100652539:100632598-100646992:100647110-100652539:-","MX","3","qF2.2"
"83","Phc1","ENSMUSG00000040669;AF:6:122337015-122339598:122339645:122337015-122340545:122340561:-","AF","6","qF1"
"84","Pdp1","ENSMUSG00000049225;AF:4:11962233-11965614:11965821:11962233-11966302:11966420:-","AF","4","qA1"
"85","Adgb","ENSMUSG00000050994;A5:10:10426733-10431071:10426733-10431152:-","A5","10","qA1"
"86","Klhl6","ENSMUSG00000043008;AF:16:19957353-19965934:19966319:19957353-19982717:19983007:-","AF","16","qA3"
"87","Artn","ENSMUSG00000028539;RI:4:117927624:117927761-117928020:117928142:-","RI","4","qD2.1"
"88","Amn1","ENSMUSG00000068250;SE:6:149171050-149183394:149183538-149188606:-","SE","6","qG3"
"89","Kcnab2","ENSMUSG00000028931;AF:4:152435937-152448678:152448741:152435937-152477401:152477433:-","AF","4","qE2"
"90","Ttc19","ENSMUSG00000042298;AL:11:62313178-62314010:62315246:62313178-62327898:62328123:+","AL","11","qB2"
"91","Slitrk3","ENSMUSG00000048304;AF:3:73051455-73056543:73056943:73051455-73057548:73057803:-","AF","3","qE3"
"92","Nlgn3","ENSMUSG00000031302;SE:X:101302431-101307075:101307134-101308757:+","SE","X","qC3"
"93","Hs6st2","ENSMUSG00000062184;AF:X:51680408-51680527:51680565:51680408-51681175:51681856:-","AF","X","qA5"
"94","Baz2a","ENSMUSG00000040054;AF:10:128091610:128091776-128108894:128096380:128096523-128108894:+","AF","10","qD3"
"95","Zfp384","ENSMUSG00000038346;AF:6:125009276:125009499-125010381:125009713:125009901-125010381:+","AF","6","qF2"
"96","Msh5","ENSMUSG00000007035;A5:17:35046053-35046231:35046053-35046266:-","A5","17","qB1"
"97","Msh5","ENSMUSG00000007035;SE:17:35042180-35043729:35043764-35044025:-","SE","17","qB1"
"98","Sfswap","ENSMUSG00000029439;AF:5:129501240:129501596-129503983:129503159:129503698-129503983:+","AF","5","qG1.3"
"99","Fyco1","ENSMUSG00000025241;AF:9:123843608-123844503:123844606:123843608-123851781:123851886:-","AF","9","qF4"
"100","Tnpo1","ENSMUSG00000009470;AF:13:98890790-98890944:98891014:98890790-98926251:98926354:-","AF","13","qD1"
"101","Aktip","ENSMUSG00000031667;AL:8:91111784:91112630-91124823:91124469:91124678-91124823:-","AL","8","qC5"
"102","Ptpn18","ENSMUSG00000026126;AL:1:34473409-34473579:34473784:34473409-34475644:34475733:+","AL","1","qB"
"103","Rnf44","ENSMUSG00000034928;AF:13:54684488-54687089:54687253:54684488-54688172:54688257:-","AF","13","qB1"
"104","Hlcs","ENSMUSG00000040820;AF:16:94287926-94290063:94290286:94287926-94313518:94313563:-","AF","16","qC4"
"105","Alkbh4","ENSMUSG00000039754;A5:5:136136399-136139338:136136294-136139338:+","A5","5","qG2"
"106","Zfp182","ENSMUSG00000054737;A3:X:21060552-21061894:21060528-21061894:-","A3","X","qA1.3"
"107","Aspscr1","ENSMUSG00000025142;AF:11:120673063:120673170-120674040:120673359:120673614-120674040:+","AF","11","qE2"
"108","Lrrfip2","ENSMUSG00000032497;A5:9:111182896-111188762:111182887-111188762:+","A5","9","qF2"
"109","Snd1","ENSMUSG00000001424;AF:6:28764690:28764789-28795829:28776548:28776603-28795829:+","AF","6","qA3.3"
"110","Vmn1r58","ENSMUSG00000078808;A3:7:5411424-5413150:5410381-5413150:-","A3","7","qA1"
"111","Fgf1","ENSMUSG00000036585;AF:18:38858748-38866551:38866747:38858748-38866835:38867003:-","AF","18","qB3"
"112","Psmd14","ENSMUSG00000026914;AF:2:61711791:61711873-61720444:61715823:61715957-61720444:+","AF","2","qC1.3"
"113","Acap3","ENSMUSG00000029033;RI:4:155903311:155903467-155903751:155903858:+","RI","4","qE2"
"114","Larp1b","ENSMUSG00000025762;SE:3:41034089-41035766:41035875-41036690:+","SE","3","qB"
"115","Pramel51","ENSMUSG00000066027;SE:12:88178473-88179662:88179712-88181740:-","SE","12","qD2"
"116","Srpk1","ENSMUSG00000004865;A3:17:28600456-28600869:28599869-28600869:-","A3","17","qA3.3"
"117","Lypla1","ENSMUSG00000025903;AF:1:4807911:4807982-4808455:4808237:4808365-4808455:+","AF","1","qA1"
"118","Gnb1l","ENSMUSG00000000884;AF:16:18498713:18498851-18499046:18498897:18498951-18499046:+","AF","16","qA3"
"119","Stag2","ENSMUSG00000025862;AF:X:42149541:42149685-42201855:42152180:42152420-42201855:+","AF","X","qA4"
"120","Nup37","ENSMUSG00000035351;AL:10:88174933-88177073:88177722:88174933-88178134:88178383:+","AL","10","qC1"
"121","Fubp1","ENSMUSG00000028034;RI:3:152231877:152232022-152234524:152234570:+","RI","3","qH3"
"122","Il6st","ENSMUSG00000021756;AF:13:112464081:112464250-112475031:112472599:112472673-112475031:+","AF","13","qD2.2"
"123","Slc29a1","ENSMUSG00000023942;AF:17:45590338-45592179:45592575:45590338-45595482:45595556:-","AF","17","qC"
"124","Slc25a37","ENSMUSG00000034248;A5:14:69247637-69248883:69247637-69249394:-","A5","14","qD2"
"125","Scml2","ENSMUSG00000000037;AL:X:161246367-161255030:161255659:161246367-161256566:161256952:+","AL","X","qF4"
"126","Foxj3","ENSMUSG00000032998;AF:4:119537004:119537168-119560603:119540522:119540557-119560603:+","AF","4","qD2.1"
"127","Klhl26","ENSMUSG00000055707;AF:8:70455648-70475807:70475898:70455648-70476850:70476950:-","AF","8","qB3.3"
"128","Ube3a","ENSMUSG00000025326;AF:7:59228822:59229271-59247173:59242908:59243469-59247173:+","AF","7","qB5"
"129","Ankrd44","ENSMUSG00000052331;AF:1:54828695-54884620:54884711:54828695-54926140:54926354:-","AF","1","qC1.2"
"130","Rreb1","ENSMUSG00000039087;AF:13:37826932:37826975-37888871:37857934:37858093-37888871:+","AF","13","qA3.3"
"131","Zfp978","ENSMUSG00000078497;A5:4:147361481-147362811:147361452-147362811:+","A5","4","qE1"
"132","Pdzd2","ENSMUSG00000022197;AL:15:12458146:12458299-12549236:12522564:12522831-12549236:-","AL","15","qA1"
"133","Nubp2","ENSMUSG00000039183;A3:17:24884586-24885419:24884483-24885419:-","A3","17","qA3.3"
"134","Eml2","ENSMUSG00000040811;AF:7:19181181:19181223-19181709:19181237:19181355-19181709:+","AF","7","qA3"
"135","Sphk1","ENSMUSG00000061878;AF:11:116531744:116532086-116533970:116532444:116532691-116533970:+","AF","11","qE2"
"136","Ikbkg","ENSMUSG00000004221;SE:X:74393405-74427762:74427874-74432805:+","SE","X","qA7.3"
"137","Zfp532","ENSMUSG00000042439;AF:18:65581020:65581148-65582897:65582085:65582809-65582897:+","AF","18","qE1"
"138","Rgs6","ENSMUSG00000021219;AF:12:82617038:82617383-82651809:82617499:82617562-82651809:+","AF","12","qD1"
"139","Lss","ENSMUSG00000033105;A5:10:76531674-76531850:76531621-76531850:+","A5","10","qC1"
"140","Tkfc","ENSMUSG00000034371;AF:19:10604273-10604941:10605308:10604273-10605409:10605432:-","AF","19","qA"
"141","Dab1","ENSMUSG00000028519;SE:4:104688442-104704204:104704473-104718210:+","SE","4","qC6"
"142","Dab1","ENSMUSG00000028519;SE:4:104679572-104680070:104680108-104681598:+","SE","4","qC6"
"143","Prrg2","ENSMUSG00000007837;SE:7:45060011-45060205:45060415-45060741:-","SE","7","qB3"
"144","Pde10a","ENSMUSG00000023868;AF:17:8801693:8802145-8898861:8803028:8803122-8898861:+","AF","17","qA1"
"145","Kat14","ENSMUSG00000027425;AL:2:144389356-144393304:144393402:144389356-144400686:144400773:+","AL","2","qG1"
"146","Zbtb7b","ENSMUSG00000028042;AF:3:89393135-89393311:89393378:89393135-89393477:89393635:-","AF","3","qF1"
"147","Mtrr","ENSMUSG00000034617;A5:13:68580715-68581296:68580715-68581621:-","A5","13","qB3"
"148","Skap1","ENSMUSG00000057058;AF:11:96464633:96464750-96489823:96483782:96483899-96489823:+","AF","11","qD"
"149","Scfd2","ENSMUSG00000062110;SE:5:74206395-74212251:74212370-74225315:-","SE","5","qC3.3"
"150","Slc25a39","ENSMUSG00000018677;AF:11:102406654-102406826:102406955:102406654-102407390:102407506:-","AF","11","qD"
"151","Mapkapk3","ENSMUSG00000032577;SE:9:107257142-107258330:107258454-107258814:-","SE","9","qF1"
"152","Coq8a","ENSMUSG00000026489;AF:1:180182247-180182463:180182800:180182247-180193436:180193483:-","AF","1","qH4"
"153","Nrcam","ENSMUSG00000020598;SE:12:44578180-44584835:44584987-44590108:+","SE","12","qB2"
"154","Ttll9","ENSMUSG00000074673;SE:2:152983166-152984136:152984321-152989594:+","SE","2","qH1"
"155","Zbtb25","ENSMUSG00000056459;A5:12:76356068-76369334:76356068-76369338:-","A5","12","qC3"
"156","Cdc14a","ENSMUSG00000033502;AF:3:116422657-116422972:116423024:116422657-116423437:116423895:-","AF","3","qG1"
"157","Sct","ENSMUSG00000038580;A3:7:141278539-141278618:141278521-141278618:-","A3","7","qF4"
"158","Tnk2","ENSMUSG00000022791;AF:16:32658925:32659082-32663739:32661222:32661575-32663739:+","AF","16","qB3"
"159","Scn8a","ENSMUSG00000023033;AF:15:100870683:100870743-100936271:100933429:100933495-100936271:+","AF","15","qF1"
"160","Hoxa7","ENSMUSG00000038236;AL:6:52216009:52216030-52217030:52216440:52216659-52217030:-","AL","6","qB3"
"161","Snap91","ENSMUSG00000033419;A5:9:86879581-86880261:86879581-86880321:-","A5","9","qE3.1"
"162","Tmem184b","ENSMUSG00000009035;AF:15:79378713-79402806:79402975:79378713-79403185:79403256:-","AF","15","qE1"
"163","Prkacb","ENSMUSG00000005034;AF:3:146757768-146770516:146770781:146757768-146788716:146788836:-","AF","3","qH2"
"164","Lilr4b","ENSMUSG00000112023;SE:10:51480941-51481140:51481424-51481567:+","SE","10","qB3"
"165","Xpo7","ENSMUSG00000022100;AF:14:70707433-70707951:70708035:70707433-70766512:70766550:-","AF","14","qD2"
"166","Slc4a9","ENSMUSG00000024485;RI:18:36530714:36530868-36531100:36531526:+","RI","18","qB2"
"167","Rreb1","ENSMUSG00000039087;AF:13:37826038:37826344-37888871:37826932:37826975-37888871:+","AF","13","qA3.3"
"168","Usp54","ENSMUSG00000034235;AF:14:20607905-20618293:20618354:20607905-20640917:20641063:-","AF","14","qA3"
"169","Coa7","ENSMUSG00000048351;AL:4:108332351-108332538:108332643:108332351-108338123:108338178:+","AL","4","qC7"
"170","Ppfia2","ENSMUSG00000053825;A3:10:106863384-106865247:106863384-106865250:+","A3","10","qD1"
"171","Pde10a","ENSMUSG00000023868;AF:17:8757018:8757093-8898861:8801693:8802145-8898861:+","AF","17","qA1"
"172","Agpat2","ENSMUSG00000026922;A5:2:26597337-26603649:26597337-26603662:-","A5","2","qA3"
"173","Ccne2","ENSMUSG00000028212;AF:4:11191354:11191544-11192681:11191736:11191807-11192681:+","AF","4","qA1"
"174","Slc66a2","ENSMUSG00000034006;AF:18:80256307:80257118-80263420:80262840:80263153-80263420:+","AF","18","qE3"
"175","Selenos","ENSMUSG00000075701;AF:7:66079678:66079789-66080332:66079961:66080039-66080332:+","AF","7","qC"
"176","Hnrnpr","ENSMUSG00000066037;AF:4:136310968:136311089-136314087:136311591:136311747-136314087:+","AF","4","qD3"
"177","Lrrc28","ENSMUSG00000030556;AL:7:67545376:67545468-67617993:67595401:67595731-67617993:-","AL","7","qC"
"178","Camk1g","ENSMUSG00000016179;SE:1:193352443-193353824:193353865-193353992:-","SE","1","qH6"
"179","Nf2","ENSMUSG00000009073;AL:11:4767665:4768273-4780578:4772334:4772638-4780578:-","AL","11","qA1"
"180","Tbc1d7","ENSMUSG00000021368;AL:13:43151740:43151980-43154689:43153184:43153199-43154689:-","AL","13","qA4"
"181","Ralgps2","ENSMUSG00000026594;AF:1:156907778-156938730:156938781:156907778-156939489:156939567:-","AF","1","qG3"
"182","Mia2","ENSMUSG00000021000;AF:12:59131022:59131119-59136064:59131286:59131604-59136064:+","AF","12","qC1"
"183","Calu","ENSMUSG00000029767;AF:6:29372553:29372670-29374399:29373666:29373794-29374399:+","AF","6","qA3.3"
"184","Sec11c","ENSMUSG00000024516;AF:18:65800550:65800711-65809445:65800979:65801028-65809445:+","AF","18","qE1"
"185","Thrap3","ENSMUSG00000043962;AF:4:126186588-126201803:126202376:126186588-126202570:126202623:-","AF","4","qD2.2"
"186","Tbx1","ENSMUSG00000009097;AF:16:18588106-18588669:18588808:18588106-18590629:18590671:-","AF","16","qA3"
"187","Tcof1","ENSMUSG00000024613;AF:18:60845866-60848308:60848446:60845866-60848751:60848918:-","AF","18","qE1"
"188","Ttpal","ENSMUSG00000017679;AF:2:163602349:163602414-163607212:163602563:163602669-163607212:+","AF","2","qH3"
"189","St6galnac6","ENSMUSG00000026811;AF:2:32599726:32599836-32609226:32608464:32608557-32609226:+","AF","2","qB"
"190","Galnt9","ENSMUSG00000033316;A5:5:110617970-110619165:110617933-110619165:+","A5","5","qF"
"191","Zeb2","ENSMUSG00000026872;SE:2:45110157-45112823:45113092-45113236:-","SE","2","qB"
"192","Sphk1","ENSMUSG00000061878;AF:11:116531162:116531201-116533970:116533251:116533368-116533970:+","AF","11","qE2"
"193","Sphk1","ENSMUSG00000061878;AL:11:116535174-116535252:116535284:116535174-116535612:116535636:+","AL","11","qE2"
"194","Amy1","ENSMUSG00000074264;AF:3:113570057-113574604:113574762:113570057-113605572:113606699:-","AF","3","qF3"
"195","Zfp219","ENSMUSG00000049295;AF:14:52010058-52014851:52014912:52010058-52020523:52020733:-","AF","14","qC2"
"196","Dnajc24","ENSMUSG00000027166;MX:2:105967094-105970448:105970516-106001929:105967094-105980982:105981120-106001929:-","MX","2","qE3"
"197","Cry2","ENSMUSG00000068742;AF:2:92427010-92432163:92432392:92427010-92433812:92434036:-","AF","2","qE1"
"198","Crtc1","ENSMUSG00000003575;AF:8:70409011-70431160:70431285:70409011-70439433:70439575:-","AF","8","qB3.3"
"199","Gmnc","ENSMUSG00000068428;SE:16:26963972-26965576:26965750-26989909:-","SE","16","qB2"
"200","Hmgcll1","ENSMUSG00000007908;SE:9:76056559-76072627:76072722-76074668:+","SE","9","qD"
"201","Mcf2l","ENSMUSG00000031442;A5:8:12874061-12879882:12874016-12879882:+","A5","8","qA1.1"
"202","Sez6l","ENSMUSG00000058153;SE:5:112428570-112436283:112436474-112438402:-","SE","5","qF"
"203","Plekha4","ENSMUSG00000040428;AF:7:45549889:45549965-45553765:45552690:45553681-45553765:+","AF","7","qB3"
"204","Rad51c","ENSMUSG00000007646;SE:11:87397757-87401390:87401556-87402598:-","SE","11","qC"
"205","Atf7","ENSMUSG00000099083;AF:15:102593740-102625039:102625067:102593740-102625362:102625453:-","AF","15","qF3"
"206","Mtmr2","ENSMUSG00000031918;AF:9:13748410:13749400-13782277:13766043:13766124-13782277:+","AF","9","qA1"
"207","Rfx5","ENSMUSG00000005774;AF:3:94954160:94954251-94954763:94954527:94954592-94954763:+","AF","3","qF2.1"
"208","Kif3a","ENSMUSG00000018395;A5:11:53568048-53570536:53567874-53570536:+","A5","11","qB1.3"
"209","Csnk1e","ENSMUSG00000022433;AF:15:79438859-79442092:79442136:79438859-79455490:79455566:-","AF","15","qE1"
"210","Pabpn1","ENSMUSG00000022194;AF:14:54894155:54894494-54894848:54894573:54894669-54894848:+","AF","14","qC3"
"211","Pabpn1","ENSMUSG00000022194;AF:14:54894155:54894494-54894848:54894573:54894669-54894848:+","AF","14","qC3"
"212","Adgrl3","ENSMUSG00000037605;SE:5:81465304-81509724:81509738-81511984:+","SE","5","qD-qE1"
"213","Eipr1","ENSMUSG00000036613;SE:12:28766904-28828708:28828864-28847557:+","SE","12","qA2"
"214","Crisp2","ENSMUSG00000023930;SE:17:40790664-40790801:40790971-40791859:-","SE","17","qB2"
"215","Zfp407","ENSMUSG00000048410;AF:18:84552984-84558327:84558375:84552984-84589438:84589725:-","AF","18","qE4"
"216","Ankdd1b","ENSMUSG00000047117;MX:13:96454881-96460815:96460913-96470940:96454881-96465294:96465397-96470940:-","MX","13","qD1"
"217","Zfp688","ENSMUSG00000045251;A5:7:127419641-127420010:127419641-127421809:-","A5","7","qF3"
"218","Samd11","ENSMUSG00000096351;AF:4:156254547-156255171:156255338:156254547-156255568:156255657:-","AF","4","qE2"
"219","Ccdc34","ENSMUSG00000027160;AF:2:110021973:110022014-110032332:110028773:110029139-110032332:+","AF","2","qE3"
"220","Urm1","ENSMUSG00000069020;AF:2:29820075:29820206-29832692:29827361:29827435-29832692:+","AF","2","qB"
"221","Cdc7","ENSMUSG00000029283;A3:5:106974020-106974601:106974020-106975485:+","A3","5","qE5"
"222","Ndufa7","ENSMUSG00000041881;AF:17:33824613:33824680-33825601:33825045:33825131-33825601:+","AF","17","qB1"
"223","Agbl5","ENSMUSG00000029165;AF:5:30888852:30888931-30890120:30888956:30889081-30890120:+","AF","5","qB1"
"224","Rab11a","ENSMUSG00000004771;AF:9:64725582-64726624:64726710:64725582-64737584:64737742:-","AF","9","qC"
"225","Sirt4","ENSMUSG00000029524;AF:5:115483118-115484053:115484297:115483118-115484332:115484345:-","AF","5","qF"
"226","Tex30","ENSMUSG00000026049;AF:1:44100001-44101467:44101672:44100001-44102328:44102414:-","AF","1","qC1.1"
"227","Cytip","ENSMUSG00000026832;AF:2:58160266-58160501:58160657:58160266-58195446:58195532:-","AF","2","qC1.1"
"228","Pidd1","ENSMUSG00000025507;RI:7:141441612:141441784-141442151:141442564:-","RI","7","qF5"
"229","Irag1","ENSMUSG00000005611;A3:7:110929578-110945833:110929562-110945833:-","A3","7","qE3"
"230","Dcaf11","ENSMUSG00000022214;A3:14:55560121-55561075:55560121-55561210:+","A3","14","qC3"
"231","Vac14","ENSMUSG00000010936;RI:8:110710318:110710556-110711593:110711711:+","RI","8","qE1"
"232","Dgcr6","ENSMUSG00000003531;AF:16:18065159:18065184-18066696:18066443:18066599-18066696:+","AF","16","qA3"
"233","Sema4a","ENSMUSG00000028064;AF:3:88454846-88455258:88455314:88454846-88458811:88458876:-","AF","3","qF1"
